created_at,text,Complaint,Type,exists
2017-10-19 15:11:36+00:00,Panasonic PAN-WES9025PC 11155 Blade/Foil Combo Replacement for ESLA63S #Panasonic https://t.co/Wx1rldMAVM,No,None,FALSE
2017-10-17 20:28:17+00:00,London Eye! #london #londoneye #uk #beautifuldestinations #wonderfulplaces #panasonic #lumix #gh4 #photography #phâ€¦ https://t.co/sad7D4pXE4 https://t.co/cxPwepTdtL,No,None,FALSE
2017-10-17 14:08:41+00:00,"#Panasonic has pathetic product quality+customer care, yet focus more on stupid agenda
 #Right2BoycottPanasonic
 https://t.co/VSDYxnRDm9",No,None,FALSE
2017-10-17 13:00:39+00:00,"@PanasonicIndia Pathetic service @ Wega Electronics,Mangalore. Week Delay,No Parts,Making Customer to wait,repairing now #PANASONIC",Yes,Service Complaint,FALSE
2017-10-16 10:31:46+00:00,"#Panasonic do you'll have a customer service policy,15 days of purchase of LED and none has come yet to install it . Poor service",Yes,Service Complaint,FALSE
2017-10-14 13:00:38+00:00,#Panasonic #panasonicindia @panasonic @PanasonicIndia fake service request closures. Customer care is pathetic,Yes,Service Complaint,FALSE
2017-10-12 00:46:30+00:00,Never ever made one sharp image with my #Panasonic #Lumix DMC-LX7. The AE-1 30 years ago was far better... #pathetic,No,None,FALSE
2017-10-05 12:02:00+00:00,looking for a replacement #fridge #filter? Look no further than here: https://t.co/mK4ZoxSaFe #samsung #panasonic #bosch #maytag,No,None,FALSE
2017-10-03 13:26:57+00:00,Panasonic DE-A79BA/SX Replacement Battery Charger at $29.95 (save $17.00) on #amazon â†’ https://t.co/n2Y0UvrflM #panasonic https://t.co/FWZlXtX3U3,No,None,FALSE
2017-09-29 10:28:30+00:00,#Panasonic P99 With Android 7.0 Nougat Launched: Specifications and Price - https://t.co/r9Sad4BdFR - #PanasonicP99 #Mobile #News ... https://t.co/QfRWM2vZLm,No,None,FALSE
2017-09-28 04:29:47+00:00,Panasonic DE-A79BA/SX Replacement Battery Charger at $29.95 (save $17.00) on #amazon #usa â†’ https://t.co/n2Y0UvrflM #panasonic https://t.co/ymPceiLYMl,No,None,FALSE
2017-09-27 06:54:08+00:00,48V 20AH Ebike Rear Rack Battery #ebike #e-bike #battery #akku #pedelec #LG #Samsung #Panasonic #battery replacement https://t.co/ABNMwQFGIo,No,None,FALSE
2017-09-27 05:19:44+00:00,Panasonic DE-A79BA/SX Replacement Battery Charger at $29.95 (save $17.00) on #amazondotcom â†’ https://t.co/n2Y0UvrflM #panasonic https://t.co/9wQL6NUQ0M,No,None,FALSE
2017-09-26 17:38:53+00:00,Panasonic DE-A79BA/SX Replacement Battery Charger at $29.95 (save $17.00) on #amazon #usa â†’ https://t.co/n2Y0UvrflM #panasonic https://t.co/qZ4xm5ajRj,No,None,FALSE
2017-09-20 16:38:45+00:00,Panasonic DE-A79BA/SX Replacement Battery Charger at $29.95 (save $17.00) on #amazondotcom â†’ https://t.co/n2Y0UvrflM #panasonic https://t.co/uv6FhKbGXM,No,None,FALSE
2017-09-19 14:30:30+00:00,Please watch me be sad #Radio88 https://t.co/p0Zqmwm0Fj #panasonic https://t.co/7nUcRjWYFs,No,None,FALSE
2017-09-19 13:03:57+00:00,"#Television display not repaired by @Panasonic, complaint filed against #Panasonic
 https://t.co/XHgOee8KjX",Yes,Service Complaint,TRUE
2017-09-18 22:26:00+00:00,Panasonic DE-A79BA/SX Replacement Battery Charger at $29.95 (save $17.00) on #amazon â†’ https://t.co/n2Y0UvrflM #panasonic https://t.co/pyMXnWfmdK,No,None,FALSE
2017-09-18 18:14:01+00:00,"When u buy a #television,think abt Customer Service. Gr8 products but very poor experience from #Panasonic.",Yes,Service Complaint,FALSE
2017-09-16 18:48:25+00:00,"#LG,#Samsung &amp; #PANASONIC can replace #Chinese brands like #lenovo,#Motorola &amp; #oppo #vivo etc. These are all same while giving OS update.",No,None,FALSE
2017-09-15 16:08:34+00:00,@rolandposadas getting hands-on with the #Panasonic #Eva1 Cinema Camera at #IBC2017 inâ€¦ https://t.co/6rZC5JHfb8,No,None,FALSE
2017-09-15 16:04:29+00:00,@rolandposadas getting hands-on with the #Panasonic #Eva1 Cinema Camera at #IBC2017 inâ€¦ https://t.co/dfsxtNyeF2,No,None,FALSE
2017-09-15 16:01:07+00:00,@rolandposadas getting hands-on with the brand new #Panasonic #Eva1 Cinema Camera at #IBC2017 inâ€¦ https://t.co/2WB4QhJY7q,No,None,FALSE
2017-09-08 16:26:21+00:00,Is the Panasonic Lumix G85 due to be replaced by a newer model this year ? #Photography #Cameras #4K #Panasonic #LumixG85,No,None,FALSE
2017-09-05 19:08:31+00:00,@ProfRayWills @bobbyllew @AmazingChevVolt @Wilka @evankirstel @KelvinCorbett @kirillklip @HedgehogTrader @seth_leitman @gezgintrk @energyandcapita @robertoglezcano @Sustainablehero @arikring @WarrenBuffett @richardbranson @BloombergNEF @MLiebreich @elonmusk @tonyseba Now this excites me! https://t.co/I4DGJbaALQ #EV #Futurism is Now #Wireless Charging #LithiumðŸ”‹#NCA #Panasonic #Sumitomo #London @SadiqKhan https://t.co/XPZ0Z81Sf7,No,None,FALSE
2017-08-29 03:15:28+00:00,AZ Supplies Compatible Replacement #PANASONIC KX-FA83 Toner Cartridge https://t.co/FeNfe75vUs @amazon #BayArea #California #office #PRINTING https://t.co/Ah21hw3H3k,No,None,FALSE
2017-08-26 16:29:37+00:00,#RanbirKapoor in #panasonic TV ad says 'picture kaisi bhi ho isme blockbuster hi lagti hai'- I'm pretty sure he watches all his movies on it,No,None,FALSE
2017-08-25 02:22:31+00:00,"Panasonic Screen Replacement
 
 #panasonic #screen #replacement... https://t.co/Mz4rWjrigp",No,None,FALSE
2017-08-24 20:20:43+00:00,This Is Dante! Poor Poor #GH4! #Panasonic #Camera #Broken #Film #Equipment https://t.co/3o4jy4ecV6 via @YouTube,No,None,FALSE
2017-08-18 14:07:15+00:00,"#IcePure #IP1200A Water #Filter to Replace #Panasonic,#LG,LG #Premium,#Kenmore,#Kenmoreclear,#Pack of 3:â€¦ https://t.co/9QxTgcoPvB https://t.co/6w7vFGY9yS",No,None,FALSE
2017-08-18 12:34:40+00:00,"Alas poor yorick,I have a new camera! #videography #cardiff #panasonic #dvx200 https://t.co/jw1OJEyrhy",No,None,FALSE
2017-08-14 17:19:12+00:00,"Wrong exposure pt.1 
 .
 .
 .
 .
 #nofilter #photography #panasonic #lumixgx7 #20mm #yellow https://t.co/4fLIluTVLC",No,None,FALSE
2017-08-13 07:34:14+00:00,#Panasonic MC-V199H #HEPA #Filter for MC-UL671 and MC-UL675 #Upright #Vacuum #Cleaners: Price: Replacement hepaâ€¦ https://t.co/UeX81iYH7F https://t.co/N90puTuXZT,No,None,FALSE
2017-08-09 15:30:35+00:00,"@taapsee 
 #Panasonic ropes in Taapsee Pannu as brand ambassador of two upcoming #smartphones #somuchtodo ðŸ“± https://t.co/tO9cRZhRSw",No,None,FALSE
2017-08-09 12:03:08+00:00,"Tapsee Pannu is the new brand ambassador for #Panasonic 
 
 And they are going to run huge number of contests in... https://t.co/8nb8LCp606",No,None,FALSE
2017-08-09 12:02:39+00:00,"Tapsee Pannu is the new brand ambassador for #Panasonic 
 
 And they are going to run huge numberâ€¦ https://t.co/XJlyPNdBuw",No,None,FALSE
2017-08-09 11:15:33+00:00,@taapsee &amp; @Varun_dvn joins @PanasonicIndia as brand ambassador to endorse Eluga series smartphones in India #somuchtodo #Panasonic https://t.co/UN9ah2Gm2r,No,None,FALSE
2017-08-09 10:59:31+00:00,Taapsee Pannu is roped in as the new #Panasonic India #brand ambassador https://t.co/TDzBZhD9mj https://t.co/SombyaL1Mg,No,None,FALSE
2017-08-08 11:59:09+00:00,"#Panasonic to unveil 2 phones,@taapsee to be brand ambassador https://t.co/78lUh5evw4 #Shaan #AhmedPatel #TSLagm17 #RalphLaurenOnMyntra",No,None,FALSE
2017-08-08 11:28:20+00:00,"#PANASONIC To Unveil 2 Phones, Ropes In Taapsee As Brand Ambassador
 #taapseepannu @taapsee #smartphones 
 https://t.co/iYgcnf2Rqb https://t.co/IbtG1J0Ns7",No,None,FALSE
2017-08-08 11:05:55+00:00,"#Panasonic to unveil 2 phones, ropes in Taapsee as brand ambassado
 https://t.co/09323WwmYn
 #Technology, #Smartphone, #Gadget https://t.co/bYR8UVPGwt",No,None,FALSE
2017-08-08 10:54:08+00:00,"#Panasonic to #unveil 2 #phones, #ropes in #Taapsee as #brand #ambassador
  #socialnews... https://t.co/kTNfJDSgD3",No,None,FALSE
2017-08-04 14:15:31+00:00,"#Panasonic #Replacement #Vacuum #Belts,2-Pack: Price: 2 replacement belts for use with various Panasonicâ€¦ https://t.co/7pklVmUCXo https://t.co/LPL0GHtkMd",No,None,FALSE
2017-07-31 20:18:23+00:00,"#Panasonic AMC-S5EP #Replacement #Bag for MC-3900/MC-3920,5 #bags per #pack: Price: Replacement Bag for theâ€¦ https://t.co/l4yzErztXK https://t.co/dYanLzLRzU",No,None,FALSE
2017-07-27 18:21:02+00:00,"#PANASONIC Compatible Replacement 6 Pack Black Printer Ribbon Cartridges - KX-P145
 
 https://t.co/388vmNBjwx
 
 #PrinterInk #TonerCartridges https://t.co/tiv5lCNpEg",No,None,FALSE
2017-07-27 13:00:04+00:00,A Feeding Alligator captured by our Brand Ambassador on his #KowaSystem using a #Kowa 883 scope with #Panasonic GH4 https://t.co/3eFUmEXgzk,No,None,FALSE
2017-07-26 15:10:08+00:00,"@PanasonicIndia @panasonic @DevrajSanyal @TOIIndiaNews This is so pathetic,yet another day gone and no call from anyone! #PANASONIC #worstcustomerservice @mid_day @MumbaiMirror",Yes,Service Complaint,FALSE
2017-07-21 19:23:25+00:00,So what happens if I don't have a spare Â£95 sat around that @curryspcworld want to look at my 16 month old faulty tv they sold me #Panasonic,No,,FALSE
2017-07-21 15:43:38+00:00,Thanks to #Panasonic for all the unnecessary stress your faulty 14 month old tv is causing me now out of warranty #bbcwatchdog #currys,Yes,Service Complaint,FALSE
2017-07-17 22:25:26+00:00,"Image Dragons - Believer - chrisnasadowski Choregraphy
 .
 Camera/Gimbal test: #panasonic #lumixâ€¦ https://t.co/8640vRWE98",No,None,FALSE
2017-07-14 17:49:06+00:00,#Panasonic paper shows 60% of surveillance cameras with default passwords. Time for automated password checking: https://t.co/FcWbkE4stO https://t.co/ibrupYQFZ9,No,None,FALSE
2017-07-13 05:47:14+00:00,"Express yourself chrisnasadowski.
 .
 #zhiyuncrane #lumix #panasonic #gh5 #dance #videographyâ€¦ https://t.co/cmWgTJ71He",No,None,FALSE
2017-07-07 14:36:23+00:00,Can relate... #panasonic #lumix #gm1 #samyang #85mm #wrongproportions #smallbody #biglens #photography #videographâ€¦ https://t.co/Y9XhnYrEyJ https://t.co/P0nBJQXfIY,No,None,FALSE
2017-07-01 18:51:42+00:00,@panasonic The thing is this damage was done by #Panasonic service team who transported the TV in a wrong way and now they refuse any responsability https://t.co/DPj3AZqEl6,No,None,FALSE
2017-06-27 23:49:46+00:00,Sad news indeed. #Lexar #memory cards will disappear from the #photography #world soon. #Canon #Nikon #Sony #Olympus #Fuji #Sigma #Panasonic https://t.co/8TGgS4h90b,No,None,FALSE
2017-06-26 17:56:24+00:00,@PanasonicIndia @panasonic Was told complaints R handled in 24 hours. It's been 3 days R230617164398! #panasonic,Yes,Service Complaint,TRUE
2017-06-20 21:24:20+00:00,Check out Genuine Panasonic KX-FA55 Replacement Fax Film -2 Rolls #Panasonic https://t.co/nXjzchyr9G via @eBay,No,None,FALSE
2017-06-19 08:35:34+00:00,Pathetic service #Panasonic,Yes,Service Complaint,FALSE
2017-06-08 17:56:43+00:00,Thank you @PanasonicUSA for selling products in Canada and not being able to get replacement parts for the product! No more #Panasonic!,Yes,Service Complaint,FALSE
2017-06-07 16:36:15+00:00,"She has has arrived! Thank you Panasonic!
 Really excited about being your Brand Ambassador! 
 #Cinematography #Panasonic #GH5 @Panasonicph https://t.co/j9lxYRCu4s",No,None,FALSE
2017-06-07 08:29:52+00:00,Information about #Panasonic Dual AES/EBU Output Card Wz Aesad Instructions are easy to find on https://t.co/6a4U2Z62Gk,No,None,FALSE
2017-06-06 13:20:35+00:00,Stubbie cooler makes a great camera protector in the saddle bag on the bike! ðŸ“· ðŸš´ #panasonic #lumix #gx1 #photograpâ€¦ https://t.co/SXPcWKEex5 https://t.co/4gWG3uTFuK,No,None,FALSE
2017-06-05 16:30:04+00:00,#panasonic #lumix touchscreen/built in speakers/ stereo mic/â€¦ https://t.co/lRAzak8Sad,No,None,FALSE
2017-06-03 16:08:29+00:00,Check out 32mm vacuum floor brush cleaner Accessories Replacement for Panasonic #Panasonic https://t.co/WXPUeXIzSt via @eBay,No,None,FALSE
2017-06-02 08:43:19+00:00,Visit as for hot deals and exclusive free gifts! Google Maps: https://t.co/OmHSadRJoQ #onkingmalaysia #Ramadan #Panasonic #specialoffer ðŸ˜€ https://t.co/WMo9piV50L,No,None,FALSE
2017-06-01 11:08:16+00:00,@Panasonic_mob @PanasonicIndia @Flipkart #Flipkart customer care saying take replacement from #PANASONIC while they are saying the reverse. https://t.co/SrOOo4lUEV,No,None,FALSE
2017-06-01 11:06:42+00:00,Got defect piece of #PANASONIC P85 twice from Flipkart. Now no replacement or refund from either party. Feeling #Robbed by #Flipkart &amp; Pana https://t.co/WyvLDBt9CB,No,None,FALSE
2017-06-01 10:53:15+00:00,Got defect piece of #PANASONIC P85 twice from Flipkart. Now no replacement or refund from either party. Feeling #Robbed by #Flipkart &amp; Pana,No,None,FALSE
2017-05-27 18:24:33+00:00,If you're not careful I might shoot you #photography #Panasonic https://t.co/zwMkeudvZe,No,None,FALSE
2017-05-24 19:11:50+00:00,"@Sony Not really interested in #customerexperience / #customerservice then?
 #Panasonic next time I guess.",No,None,FALSE
2017-05-24 07:26:27+00:00,Panasonic representatives &amp; Lumix Brand ambassadors on stage for sharing session #panasonic #lumix #gh5 #lumixindonesia https://t.co/2Ah13VusrH,No,None,FALSE
2017-05-20 11:01:16+00:00,A #Panasonic owned company has reportedly resolved most issues around #Quantumcomputing #quantum laptops in 4years time!,No,None,FALSE
2017-05-18 10:05:18+00:00,"@Panasonic_mob #TheIntelligentPhones #Panasonic
 Here's my Screenshot guys
 @VHetal 
 @padmajaanu 
 @Ramprasad43 
 @prachimana 
 @reenajain89 
 @PinkyDholakia https://t.co/funKvipH9r",No,None,FALSE
2017-05-14 07:04:21+00:00,"Pathetic strategy to make money!!!
 Under the banner of free installation, its a free loot!!
 #patheticpanasonic #panasonic looters! https://t.co/wEtoJbvQzS",Yes,Service Complaint,FALSE
2017-05-13 18:34:37+00:00,Check out Genuine Panasonic KX-FA55 Replacement Ink Film 1 Roll OEM Fax Machine NEW #Panasonic https://t.co/jaV7ivFWPS via @eBay,No,None,FALSE
2017-05-08 21:48:59+00:00,Check out Original Panasonic TV Remote Control N2QAYB000706 Replacement #Panasonic https://t.co/Iu5LUdNtiT via @eBay,No,None,FALSE
2017-05-08 20:41:25+00:00,Awww this is sad. My #panasonic #lumix #gh5 won't fit into my Gh4 motionnine cage.... I need toâ€¦ https://t.co/PENJ91Pil6,No,None,FALSE
2017-05-07 15:44:55+00:00,Wrong side up #reflection #mullsjÃ¶n #panasonic #lumixphotography #lumixg7 #fotointresseâ€¦ https://t.co/rB87EyEJrh,No,None,FALSE
2017-05-06 07:22:08+00:00,"Bee wiz zing bye White cream flowers 
 .
 .
 .
 .
 #mountains #gh3 #Panasonic #pasadenaâ€¦ https://t.co/Br1IEU2rwr",No,None,FALSE
2017-05-05 10:07:38+00:00,When the excitement of opening a package turns to sadness. #Panasonic #G85 https://t.co/JXJKWlg3AK,No,None,FALSE
2017-05-03 14:22:31+00:00,"#Panasonic #SplitAC #PanasonicAC #PanasonicIndia #US18SKY-1 Wrapping of Gas Pipe,Suction Pipe and Wire Cable https://t.co/5MIPCrLMGT",No,None,FALSE
2017-05-03 13:09:41+00:00,Watch #Panasonic #SplitAC Outdoor Unit Installation - #PanasonicAC #US18SKY-1 #AirConditioner https://t.co/Gc9iBfZ7e8,No,None,FALSE
2017-05-03 12:49:47+00:00,How is #Panasonic Split Air Conditioner 1.5 Ton #US18SKY-1 Indoor Unit - #PanasonicAC https://t.co/Y5cBCXanmA,No,None,FALSE
2017-05-01 15:33:19+00:00,#panasonic bought 2 50â€ TVs that crapped out within 5 years. Already paid to repair one. Now they want $10 to refer me to repair shop. Poor,Yes,Service Complaint,FALSE
2017-05-01 09:19:42+00:00,"@PanasonicIndia @_Manish_Sharma_ Pathetic,dishonest and Sorry state of Panasonic Service in Odisha. Yet to get a reply. #panasonic #fail",Yes,Service Complaint,FALSE
2017-05-01 05:40:02+00:00,"@_Manish_Sharma_ Pathetic,dishonest and Sorry state of Panasonic Service in Bhubaneswar,Odisha. Kindly check your mail. #panasonic #fail",Yes,Service Complaint,FALSE
2017-05-01 04:40:58+00:00,.@PanasonicIndia @RatanSharda55 @panasonic One more service ID incorrectly closed by @PanasonicIndia! 8 days issue unresolved! #panasonic @RatanSharda55,Yes,Service Complaint,FALSE
2017-04-29 17:57:25+00:00,@panasonic your phone is great but its ui is pathetic .every 5 min it is stopping #elugarayx # Panasonic #panasonic #sony#google #android,Yes,Product Complaint,FALSE
2017-04-27 16:59:10+00:00,"""Never find fault with the absent.""- Alexander Pope 
 â€¢
 â€¢
 â€¢
 â€¢
 â€¢
 #lumix #panasonic #photographyâ€¦ https://t.co/4ESgXPifoF",No,None,FALSE
2017-04-26 09:07:19+00:00,Now happeningðŸ’™ #Panasonic #Ambassadress #TinaKimura #PanasonicPh #SlimArtPh @ MC Home Depot Fortâ€¦ https://t.co/wlJ2revrTt,No,None,FALSE
2017-04-19 11:03:35+00:00,"#panasonic terribly unhappy,new AC repaired thrice n then replaced with new n now 7 days n not working. #angry #inhappy #fuming",Yes,Service Complaint,FALSE
2017-04-09 18:03:48+00:00,"#PANASONIC no response from your end. #BadCompany,#badproducts #badservice https://t.co/Naou7Wf43Z",Yes,Service Complaint,FALSE
2017-04-08 14:57:57+00:00,@PanasonicIndia By far the worst ever experience. #Panasonic #poorcustomerservice,Yes,Service Complaint,FALSE
2017-04-07 15:36:02+00:00,"@AnchorPanasonic My SS #Panasonic 
 Join
 @Ramprasad43 
 @sansajonstark 
 @ChaudharyAfsha 
 @Dreamer_Deepika 
 @santoshhh000 https://t.co/DHeF25l93C",No,None,FALSE
2017-04-02 13:03:46+00:00,The most ridiculously disgusting and poor service masters: @PanasonicIndia #Panasonic #poorservice #disappointment #worst #brand,Yes,Service Complaint,TRUE
2017-03-31 10:59:47+00:00,"#QuoteUnquote by Mr. Sarthak Seth, Head - Brand &amp; Marketing Communications, @PanasonicIndia,
 @IbdBrands #percept #Panasonic #RanbirKapoor https://t.co/2cKAFf8fii",No,None,FALSE
2017-03-29 18:45:01+00:00,"#Panasonic batteries signs @Pvsindhu1 as the Brand Ambassador
 
 https://t.co/WBkY6szSJZ https://t.co/Bqejpkvcs6",No,None,FALSE
2017-03-28 21:34:29+00:00,#Panasonic issues a statement on the recent reports about dismantling their digital cameraâ€¦ https://t.co/T7oyvusaDJ,No,None,FALSE
2017-03-27 11:08:11+00:00,".@_Manish_Sharma_,CEO,@PanasonicIndia welcomes @Pvsindhu1 as the brand ambassador for #Panasonic batteries. https://t.co/POvBTSNyz6",No,None,FALSE
2017-03-27 10:34:26+00:00,"#Panasonic launches 2 smartphones with futurish AI assistant #Arbo. Sadly,the phones runs on older Android version https://t.co/g59kEBuaya",No,None,FALSE
2017-03-26 12:58:44+00:00,"Used TV with good condition with UpTo 70% OFF Zefo
 
 Visit &amp; Get Coupon: https://t.co/gLGY9w4SKq
 #LG #Samsung #Videocon #Panasonic #VU #BPL https://t.co/MSADKPXxkd",No,None,FALSE
2017-03-24 14:25:20+00:00,Check out @StevenClarey #Lumix ambassador for the latest on #Panasonic #GH5 impressive #6KPhoto!! @LumixUK @PanasonicUK #Getinvolved https://t.co/1qaMI7yP5j,No,None,FALSE
2017-03-21 14:50:17+00:00,@applephoto getting up close and personal with the new @lumixuk #gh5 with #Panasonic #ambassadorâ€¦ https://t.co/8b2ezi8yxP,No,None,FALSE
